"","pattern","replacement","feature","sentiment"
"4507"," (nicht|nichts|kein|keine|keinen) coolsten "," NOT_coolsten "," NOT_coolsten ",-1
"4508"," (nicht|nichts|kein|keine|keinen) coolster "," NOT_coolster "," NOT_coolster ",-1
"4509"," (nicht|nichts|kein|keine|keinen) coolstes "," NOT_coolstes "," NOT_coolstes ",-1
"455"," (nicht|nichts|kein|keine|keinen) courage "," NOT_courage "," NOT_courage ",-1
"4510"," (nicht|nichts|kein|keine|keinen) couragiert "," NOT_couragiert "," NOT_couragiert ",-1
"18361"," (nicht|nichts|kein|keine|keinen) crash "," NOT_crash "," NOT_crash ",1
"18362"," (nicht|nichts|kein|keine|keinen) crashs "," NOT_crashs "," NOT_crashs ",1
"4511"," (nicht|nichts|kein|keine|keinen) dafür "," NOT_dafür "," NOT_dafür ",-1
"23740"," (nicht|nichts|kein|keine|keinen) dagegen "," NOT_dagegen "," NOT_dagegen ",1
"23741"," (nicht|nichts|kein|keine|keinen) daherschwätzen "," NOT_daherschwätzen "," NOT_daherschwätzen ",1
"23742"," (nicht|nichts|kein|keine|keinen) dahindümpeln "," NOT_dahindümpeln "," NOT_dahindümpeln ",1
"23743"," (nicht|nichts|kein|keine|keinen) dahineilend "," NOT_dahineilend "," NOT_dahineilend ",1
"23744"," (nicht|nichts|kein|keine|keinen) dahinscheiden "," NOT_dahinscheiden "," NOT_dahinscheiden ",1
"23745"," (nicht|nichts|kein|keine|keinen) dahinschwimmend "," NOT_dahinschwimmend "," NOT_dahinschwimmend ",1
"23746"," (nicht|nichts|kein|keine|keinen) dahinschwinden "," NOT_dahinschwinden "," NOT_dahinschwinden ",1
"18535"," (nicht|nichts|kein|keine|keinen) dämel "," NOT_dämel "," NOT_dämel ",1
"24329"," (nicht|nichts|kein|keine|keinen) dämlich "," NOT_dämlich "," NOT_dämlich ",1
"24330"," (nicht|nichts|kein|keine|keinen) dämliche "," NOT_dämliche "," NOT_dämliche ",1
"24331"," (nicht|nichts|kein|keine|keinen) dämlichem "," NOT_dämlichem "," NOT_dämlichem ",1
"24332"," (nicht|nichts|kein|keine|keinen) dämlichen "," NOT_dämlichen "," NOT_dämlichen ",1
"24333"," (nicht|nichts|kein|keine|keinen) dämlicher "," NOT_dämlicher "," NOT_dämlicher ",1
"24334"," (nicht|nichts|kein|keine|keinen) dämlichere "," NOT_dämlichere "," NOT_dämlichere ",1
"24335"," (nicht|nichts|kein|keine|keinen) dämlicherem "," NOT_dämlicherem "," NOT_dämlicherem ",1
"24336"," (nicht|nichts|kein|keine|keinen) dämlicheren "," NOT_dämlicheren "," NOT_dämlicheren ",1
"24337"," (nicht|nichts|kein|keine|keinen) dämlicherer "," NOT_dämlicherer "," NOT_dämlicherer ",1
"24338"," (nicht|nichts|kein|keine|keinen) dämlicheres "," NOT_dämlicheres "," NOT_dämlicheres ",1
"24339"," (nicht|nichts|kein|keine|keinen) dämliches "," NOT_dämliches "," NOT_dämliches ",1
"24340"," (nicht|nichts|kein|keine|keinen) dämlichst "," NOT_dämlichst "," NOT_dämlichst ",1
"24341"," (nicht|nichts|kein|keine|keinen) dämlichste "," NOT_dämlichste "," NOT_dämlichste ",1
"24342"," (nicht|nichts|kein|keine|keinen) dämlichstem "," NOT_dämlichstem "," NOT_dämlichstem ",1
"24343"," (nicht|nichts|kein|keine|keinen) dämlichsten "," NOT_dämlichsten "," NOT_dämlichsten ",1
"24344"," (nicht|nichts|kein|keine|keinen) dämlichster "," NOT_dämlichster "," NOT_dämlichster ",1
"24345"," (nicht|nichts|kein|keine|keinen) dämlichstes "," NOT_dämlichstes "," NOT_dämlichstes ",1
"24346"," (nicht|nichts|kein|keine|keinen) dämmrig "," NOT_dämmrig "," NOT_dämmrig ",1
"18536"," (nicht|nichts|kein|keine|keinen) dämon "," NOT_dämon "," NOT_dämon ",1
"24347"," (nicht|nichts|kein|keine|keinen) dämonisch "," NOT_dämonisch "," NOT_dämonisch ",1
"24348"," (nicht|nichts|kein|keine|keinen) dämonisieren "," NOT_dämonisieren "," NOT_dämonisieren ",1
"24349"," (nicht|nichts|kein|keine|keinen) dämpf "," NOT_dämpf "," NOT_dämpf ",1
"24350"," (nicht|nichts|kein|keine|keinen) dämpfe "," NOT_dämpfe "," NOT_dämpfe ",1
"24351"," (nicht|nichts|kein|keine|keinen) dämpfen "," NOT_dämpfen "," NOT_dämpfen ",1
"18537"," (nicht|nichts|kein|keine|keinen) dämpfer "," NOT_dämpfer "," NOT_dämpfer ",1
"18538"," (nicht|nichts|kein|keine|keinen) dämpfern "," NOT_dämpfern "," NOT_dämpfern ",1
"18539"," (nicht|nichts|kein|keine|keinen) dämpfers "," NOT_dämpfers "," NOT_dämpfers ",1
"24352"," (nicht|nichts|kein|keine|keinen) dämpfest "," NOT_dämpfest "," NOT_dämpfest ",1
"24353"," (nicht|nichts|kein|keine|keinen) dämpfet "," NOT_dämpfet "," NOT_dämpfet ",1
"24354"," (nicht|nichts|kein|keine|keinen) dämpfst "," NOT_dämpfst "," NOT_dämpfst ",1
"24355"," (nicht|nichts|kein|keine|keinen) dämpft "," NOT_dämpft "," NOT_dämpft ",1
"24356"," (nicht|nichts|kein|keine|keinen) dämpfte "," NOT_dämpfte "," NOT_dämpfte ",1
"24357"," (nicht|nichts|kein|keine|keinen) dämpften "," NOT_dämpften "," NOT_dämpften ",1
"24358"," (nicht|nichts|kein|keine|keinen) dämpftest "," NOT_dämpftest "," NOT_dämpftest ",1
"24359"," (nicht|nichts|kein|keine|keinen) dämpftet "," NOT_dämpftet "," NOT_dämpftet ",1
"18363"," (nicht|nichts|kein|keine|keinen) dampfwolke "," NOT_dampfwolke "," NOT_dampfwolke ",1
"456"," (nicht|nichts|kein|keine|keinen) dank "," NOT_dank "," NOT_dank ",-1
"4512"," (nicht|nichts|kein|keine|keinen) dankbar "," NOT_dankbar "," NOT_dankbar ",-1
"4513"," (nicht|nichts|kein|keine|keinen) dankbare "," NOT_dankbare "," NOT_dankbare ",-1
"4514"," (nicht|nichts|kein|keine|keinen) dankbarem "," NOT_dankbarem "," NOT_dankbarem ",-1
"4515"," (nicht|nichts|kein|keine|keinen) dankbaren "," NOT_dankbaren "," NOT_dankbaren ",-1
"4516"," (nicht|nichts|kein|keine|keinen) dankbarer "," NOT_dankbarer "," NOT_dankbarer ",-1
"4517"," (nicht|nichts|kein|keine|keinen) dankbarere "," NOT_dankbarere "," NOT_dankbarere ",-1
"4518"," (nicht|nichts|kein|keine|keinen) dankbarerem "," NOT_dankbarerem "," NOT_dankbarerem ",-1
"4519"," (nicht|nichts|kein|keine|keinen) dankbareren "," NOT_dankbareren "," NOT_dankbareren ",-1
"4520"," (nicht|nichts|kein|keine|keinen) dankbarerer "," NOT_dankbarerer "," NOT_dankbarerer ",-1
"4521"," (nicht|nichts|kein|keine|keinen) dankbareres "," NOT_dankbareres "," NOT_dankbareres ",-1
"4522"," (nicht|nichts|kein|keine|keinen) dankbares "," NOT_dankbares "," NOT_dankbares ",-1
"457"," (nicht|nichts|kein|keine|keinen) dankbarkeit "," NOT_dankbarkeit "," NOT_dankbarkeit ",-1
"4523"," (nicht|nichts|kein|keine|keinen) dankbarst "," NOT_dankbarst "," NOT_dankbarst ",-1
"4524"," (nicht|nichts|kein|keine|keinen) dankbarste "," NOT_dankbarste "," NOT_dankbarste ",-1
"4525"," (nicht|nichts|kein|keine|keinen) dankbarstem "," NOT_dankbarstem "," NOT_dankbarstem ",-1
"4526"," (nicht|nichts|kein|keine|keinen) dankbarsten "," NOT_dankbarsten "," NOT_dankbarsten ",-1
"4527"," (nicht|nichts|kein|keine|keinen) dankbarster "," NOT_dankbarster "," NOT_dankbarster ",-1
"4528"," (nicht|nichts|kein|keine|keinen) dankbarstes "," NOT_dankbarstes "," NOT_dankbarstes ",-1
"4529"," (nicht|nichts|kein|keine|keinen) danke "," NOT_danke "," NOT_danke ",-1
"4530"," (nicht|nichts|kein|keine|keinen) danken "," NOT_danken "," NOT_danken ",-1
"458"," (nicht|nichts|kein|keine|keinen) dankes "," NOT_dankes "," NOT_dankes ",-1
"459"," (nicht|nichts|kein|keine|keinen) dankeschön "," NOT_dankeschön "," NOT_dankeschön ",-1
"4531"," (nicht|nichts|kein|keine|keinen) dankest "," NOT_dankest "," NOT_dankest ",-1
"4532"," (nicht|nichts|kein|keine|keinen) danket "," NOT_danket "," NOT_danket ",-1
"460"," (nicht|nichts|kein|keine|keinen) danksagung "," NOT_danksagung "," NOT_danksagung ",-1
"4533"," (nicht|nichts|kein|keine|keinen) dankst "," NOT_dankst "," NOT_dankst ",-1
"4534"," (nicht|nichts|kein|keine|keinen) dankt "," NOT_dankt "," NOT_dankt ",-1
"4535"," (nicht|nichts|kein|keine|keinen) dankte "," NOT_dankte "," NOT_dankte ",-1
"4536"," (nicht|nichts|kein|keine|keinen) dankten "," NOT_dankten "," NOT_dankten ",-1
"4537"," (nicht|nichts|kein|keine|keinen) danktest "," NOT_danktest "," NOT_danktest ",-1
"4538"," (nicht|nichts|kein|keine|keinen) danktet "," NOT_danktet "," NOT_danktet ",-1
"4539"," (nicht|nichts|kein|keine|keinen) dauerfest "," NOT_dauerfest "," NOT_dauerfest ",-1
"4540"," (nicht|nichts|kein|keine|keinen) dauerhaft "," NOT_dauerhaft "," NOT_dauerhaft ",-1
"4541"," (nicht|nichts|kein|keine|keinen) dauerhafte "," NOT_dauerhafte "," NOT_dauerhafte ",-1
"4542"," (nicht|nichts|kein|keine|keinen) dauerhaftem "," NOT_dauerhaftem "," NOT_dauerhaftem ",-1
"4543"," (nicht|nichts|kein|keine|keinen) dauerhaften "," NOT_dauerhaften "," NOT_dauerhaften ",-1
"4544"," (nicht|nichts|kein|keine|keinen) dauerhafter "," NOT_dauerhafter "," NOT_dauerhafter ",-1
"4545"," (nicht|nichts|kein|keine|keinen) dauerhaftere "," NOT_dauerhaftere "," NOT_dauerhaftere ",-1
"4546"," (nicht|nichts|kein|keine|keinen) dauerhafterem "," NOT_dauerhafterem "," NOT_dauerhafterem ",-1
"4547"," (nicht|nichts|kein|keine|keinen) dauerhafteren "," NOT_dauerhafteren "," NOT_dauerhafteren ",-1
"4548"," (nicht|nichts|kein|keine|keinen) dauerhafterer "," NOT_dauerhafterer "," NOT_dauerhafterer ",-1
"4549"," (nicht|nichts|kein|keine|keinen) dauerhafteres "," NOT_dauerhafteres "," NOT_dauerhafteres ",-1
"4550"," (nicht|nichts|kein|keine|keinen) dauerhaftes "," NOT_dauerhaftes "," NOT_dauerhaftes ",-1
"4551"," (nicht|nichts|kein|keine|keinen) dauerhaftest "," NOT_dauerhaftest "," NOT_dauerhaftest ",-1
"4552"," (nicht|nichts|kein|keine|keinen) dauerhafteste "," NOT_dauerhafteste "," NOT_dauerhafteste ",-1
"4553"," (nicht|nichts|kein|keine|keinen) dauerhaftestem "," NOT_dauerhaftestem "," NOT_dauerhaftestem ",-1
"4554"," (nicht|nichts|kein|keine|keinen) dauerhaftesten "," NOT_dauerhaftesten "," NOT_dauerhaftesten ",-1
"4555"," (nicht|nichts|kein|keine|keinen) dauerhaftester "," NOT_dauerhaftester "," NOT_dauerhaftester ",-1
"4556"," (nicht|nichts|kein|keine|keinen) dauerhaftestes "," NOT_dauerhaftestes "," NOT_dauerhaftestes ",-1
"4557"," (nicht|nichts|kein|keine|keinen) dauerte "," NOT_dauerte "," NOT_dauerte ",-1
"4558"," (nicht|nichts|kein|keine|keinen) dazugehörig "," NOT_dazugehörig "," NOT_dazugehörig ",-1
"23747"," (nicht|nichts|kein|keine|keinen) dazwischenrufen "," NOT_dazwischenrufen "," NOT_dazwischenrufen ",1
"23748"," (nicht|nichts|kein|keine|keinen) deaktiviert "," NOT_deaktiviert "," NOT_deaktiviert ",1
"18365"," (nicht|nichts|kein|keine|keinen) debakel "," NOT_debakel "," NOT_debakel ",1
"23749"," (nicht|nichts|kein|keine|keinen) debil "," NOT_debil "," NOT_debil ",1
"23750"," (nicht|nichts|kein|keine|keinen) debile "," NOT_debile "," NOT_debile ",1
"23751"," (nicht|nichts|kein|keine|keinen) debilem "," NOT_debilem "," NOT_debilem ",1
"23752"," (nicht|nichts|kein|keine|keinen) debilen "," NOT_debilen "," NOT_debilen ",1
"23753"," (nicht|nichts|kein|keine|keinen) debiler "," NOT_debiler "," NOT_debiler ",1
"23754"," (nicht|nichts|kein|keine|keinen) debilere "," NOT_debilere "," NOT_debilere ",1
"23755"," (nicht|nichts|kein|keine|keinen) debilerem "," NOT_debilerem "," NOT_debilerem ",1
"23756"," (nicht|nichts|kein|keine|keinen) debileren "," NOT_debileren "," NOT_debileren ",1
"23757"," (nicht|nichts|kein|keine|keinen) debilerer "," NOT_debilerer "," NOT_debilerer ",1
"23758"," (nicht|nichts|kein|keine|keinen) debileres "," NOT_debileres "," NOT_debileres ",1
"23759"," (nicht|nichts|kein|keine|keinen) debiles "," NOT_debiles "," NOT_debiles ",1
"18367"," (nicht|nichts|kein|keine|keinen) debilität "," NOT_debilität "," NOT_debilität ",1
"23760"," (nicht|nichts|kein|keine|keinen) debilst "," NOT_debilst "," NOT_debilst ",1
"23761"," (nicht|nichts|kein|keine|keinen) debilste "," NOT_debilste "," NOT_debilste ",1
"23762"," (nicht|nichts|kein|keine|keinen) debilstem "," NOT_debilstem "," NOT_debilstem ",1
"23763"," (nicht|nichts|kein|keine|keinen) debilsten "," NOT_debilsten "," NOT_debilsten ",1
"23764"," (nicht|nichts|kein|keine|keinen) debilster "," NOT_debilster "," NOT_debilster ",1
"23765"," (nicht|nichts|kein|keine|keinen) debilstes "," NOT_debilstes "," NOT_debilstes ",1
"18368"," (nicht|nichts|kein|keine|keinen) deckmantel "," NOT_deckmantel "," NOT_deckmantel ",1
"18369"," (nicht|nichts|kein|keine|keinen) decksprung "," NOT_decksprung "," NOT_decksprung ",1
"18370"," (nicht|nichts|kein|keine|keinen) deckungsgeschäft "," NOT_deckungsgeschäft "," NOT_deckungsgeschäft ",1
"18371"," (nicht|nichts|kein|keine|keinen) deckungsgrad "," NOT_deckungsgrad "," NOT_deckungsgrad ",1
"4559"," (nicht|nichts|kein|keine|keinen) dediziert "," NOT_dediziert "," NOT_dediziert ",-1
"18387"," (nicht|nichts|kein|keine|keinen) defäkation "," NOT_defäkation "," NOT_defäkation ",1
"18372"," (nicht|nichts|kein|keine|keinen) defekt "," NOT_defekt "," NOT_defekt ",1
"18373"," (nicht|nichts|kein|keine|keinen) defekte "," NOT_defekte "," NOT_defekte ",1
"18374"," (nicht|nichts|kein|keine|keinen) defektelektron "," NOT_defektelektron "," NOT_defektelektron ",1
"23766"," (nicht|nichts|kein|keine|keinen) defektem "," NOT_defektem "," NOT_defektem ",1
"18375"," (nicht|nichts|kein|keine|keinen) defekten "," NOT_defekten "," NOT_defekten ",1
"23767"," (nicht|nichts|kein|keine|keinen) defekter "," NOT_defekter "," NOT_defekter ",1
"23768"," (nicht|nichts|kein|keine|keinen) defektere "," NOT_defektere "," NOT_defektere ",1
"23769"," (nicht|nichts|kein|keine|keinen) defekterem "," NOT_defekterem "," NOT_defekterem ",1
"23770"," (nicht|nichts|kein|keine|keinen) defekteren "," NOT_defekteren "," NOT_defekteren ",1
"23771"," (nicht|nichts|kein|keine|keinen) defekterer "," NOT_defekterer "," NOT_defekterer ",1
"23772"," (nicht|nichts|kein|keine|keinen) defekteres "," NOT_defekteres "," NOT_defekteres ",1
"18376"," (nicht|nichts|kein|keine|keinen) defektes "," NOT_defektes "," NOT_defektes ",1
"23773"," (nicht|nichts|kein|keine|keinen) defektest "," NOT_defektest "," NOT_defektest ",1
"23774"," (nicht|nichts|kein|keine|keinen) defekteste "," NOT_defekteste "," NOT_defekteste ",1
"23775"," (nicht|nichts|kein|keine|keinen) defektestem "," NOT_defektestem "," NOT_defektestem ",1
"23776"," (nicht|nichts|kein|keine|keinen) defektesten "," NOT_defektesten "," NOT_defektesten ",1
"23777"," (nicht|nichts|kein|keine|keinen) defektester "," NOT_defektester "," NOT_defektester ",1
"23778"," (nicht|nichts|kein|keine|keinen) defektestes "," NOT_defektestes "," NOT_defektestes ",1
"18377"," (nicht|nichts|kein|keine|keinen) defekts "," NOT_defekts "," NOT_defekts ",1
"23779"," (nicht|nichts|kein|keine|keinen) defensiv "," NOT_defensiv "," NOT_defensiv ",1
"18378"," (nicht|nichts|kein|keine|keinen) defensive "," NOT_defensive "," NOT_defensive ",1
"4560"," (nicht|nichts|kein|keine|keinen) definit "," NOT_definit "," NOT_definit ",-1
"4561"," (nicht|nichts|kein|keine|keinen) definitiv "," NOT_definitiv "," NOT_definitiv ",-1
"18379"," (nicht|nichts|kein|keine|keinen) defizienz "," NOT_defizienz "," NOT_defizienz ",1
"18380"," (nicht|nichts|kein|keine|keinen) defizit "," NOT_defizit "," NOT_defizit ",1
"23780"," (nicht|nichts|kein|keine|keinen) defizitär "," NOT_defizitär "," NOT_defizitär ",1
"23781"," (nicht|nichts|kein|keine|keinen) defizitäre "," NOT_defizitäre "," NOT_defizitäre ",1
"23782"," (nicht|nichts|kein|keine|keinen) defizitärem "," NOT_defizitärem "," NOT_defizitärem ",1
"23783"," (nicht|nichts|kein|keine|keinen) defizitären "," NOT_defizitären "," NOT_defizitären ",1
"23784"," (nicht|nichts|kein|keine|keinen) defizitärer "," NOT_defizitärer "," NOT_defizitärer ",1
"23785"," (nicht|nichts|kein|keine|keinen) defizitärere "," NOT_defizitärere "," NOT_defizitärere ",1
"23786"," (nicht|nichts|kein|keine|keinen) defizitärerem "," NOT_defizitärerem "," NOT_defizitärerem ",1
"23787"," (nicht|nichts|kein|keine|keinen) defizitäreren "," NOT_defizitäreren "," NOT_defizitäreren ",1
"23788"," (nicht|nichts|kein|keine|keinen) defizitärerer "," NOT_defizitärerer "," NOT_defizitärerer ",1
"23789"," (nicht|nichts|kein|keine|keinen) defizitäreres "," NOT_defizitäreres "," NOT_defizitäreres ",1
"23790"," (nicht|nichts|kein|keine|keinen) defizitäres "," NOT_defizitäres "," NOT_defizitäres ",1
"23791"," (nicht|nichts|kein|keine|keinen) defizitärst "," NOT_defizitärst "," NOT_defizitärst ",1
"23792"," (nicht|nichts|kein|keine|keinen) defizitärste "," NOT_defizitärste "," NOT_defizitärste ",1
"23793"," (nicht|nichts|kein|keine|keinen) defizitärstem "," NOT_defizitärstem "," NOT_defizitärstem ",1
"23794"," (nicht|nichts|kein|keine|keinen) defizitärsten "," NOT_defizitärsten "," NOT_defizitärsten ",1
"23795"," (nicht|nichts|kein|keine|keinen) defizitärster "," NOT_defizitärster "," NOT_defizitärster ",1
"23796"," (nicht|nichts|kein|keine|keinen) defizitärstes "," NOT_defizitärstes "," NOT_defizitärstes ",1
"18381"," (nicht|nichts|kein|keine|keinen) defizite "," NOT_defizite "," NOT_defizite ",1
"18382"," (nicht|nichts|kein|keine|keinen) defiziten "," NOT_defiziten "," NOT_defiziten ",1
"18383"," (nicht|nichts|kein|keine|keinen) defizits "," NOT_defizits "," NOT_defizits ",1
"4562"," (nicht|nichts|kein|keine|keinen) deflationistisch "," NOT_deflationistisch "," NOT_deflationistisch ",-1
"18384"," (nicht|nichts|kein|keine|keinen) deflations "," NOT_deflations "," NOT_deflations ",1
"4563"," (nicht|nichts|kein|keine|keinen) deflatorisch "," NOT_deflatorisch "," NOT_deflatorisch ",-1
"18385"," (nicht|nichts|kein|keine|keinen) deformation "," NOT_deformation "," NOT_deformation ",1
"18386"," (nicht|nichts|kein|keine|keinen) deformationen "," NOT_deformationen "," NOT_deformationen ",1
"23797"," (nicht|nichts|kein|keine|keinen) deformier "," NOT_deformier "," NOT_deformier ",1
"23798"," (nicht|nichts|kein|keine|keinen) deformiere "," NOT_deformiere "," NOT_deformiere ",1
"23799"," (nicht|nichts|kein|keine|keinen) deformieren "," NOT_deformieren "," NOT_deformieren ",1
"23800"," (nicht|nichts|kein|keine|keinen) deformierest "," NOT_deformierest "," NOT_deformierest ",1
"23801"," (nicht|nichts|kein|keine|keinen) deformieret "," NOT_deformieret "," NOT_deformieret ",1
"23802"," (nicht|nichts|kein|keine|keinen) deformierst "," NOT_deformierst "," NOT_deformierst ",1
"23803"," (nicht|nichts|kein|keine|keinen) deformiert "," NOT_deformiert "," NOT_deformiert ",1
"23804"," (nicht|nichts|kein|keine|keinen) deformierte "," NOT_deformierte "," NOT_deformierte ",1
"23805"," (nicht|nichts|kein|keine|keinen) deformierten "," NOT_deformierten "," NOT_deformierten ",1
"23806"," (nicht|nichts|kein|keine|keinen) deformiertest "," NOT_deformiertest "," NOT_deformiertest ",1
"23807"," (nicht|nichts|kein|keine|keinen) deformiertet "," NOT_deformiertet "," NOT_deformiertet ",1
"4564"," (nicht|nichts|kein|keine|keinen) deftig "," NOT_deftig "," NOT_deftig ",-1
"18388"," (nicht|nichts|kein|keine|keinen) degeneration "," NOT_degeneration "," NOT_degeneration ",1
"23808"," (nicht|nichts|kein|keine|keinen) degeneriert "," NOT_degeneriert "," NOT_degeneriert ",1
"23809"," (nicht|nichts|kein|keine|keinen) degradier "," NOT_degradier "," NOT_degradier ",1
"23810"," (nicht|nichts|kein|keine|keinen) degradiere "," NOT_degradiere "," NOT_degradiere ",1
"23811"," (nicht|nichts|kein|keine|keinen) degradieren "," NOT_degradieren "," NOT_degradieren ",1
"23812"," (nicht|nichts|kein|keine|keinen) degradierest "," NOT_degradierest "," NOT_degradierest ",1
"23813"," (nicht|nichts|kein|keine|keinen) degradieret "," NOT_degradieret "," NOT_degradieret ",1
"23814"," (nicht|nichts|kein|keine|keinen) degradierst "," NOT_degradierst "," NOT_degradierst ",1
"23815"," (nicht|nichts|kein|keine|keinen) degradiert "," NOT_degradiert "," NOT_degradiert ",1
"23816"," (nicht|nichts|kein|keine|keinen) degradierte "," NOT_degradierte "," NOT_degradierte ",1
"23817"," (nicht|nichts|kein|keine|keinen) degradierten "," NOT_degradierten "," NOT_degradierten ",1
"23818"," (nicht|nichts|kein|keine|keinen) degradiertest "," NOT_degradiertest "," NOT_degradiertest ",1
"23819"," (nicht|nichts|kein|keine|keinen) degradiertet "," NOT_degradiertet "," NOT_degradiertet ",1
"18389"," (nicht|nichts|kein|keine|keinen) degradierung "," NOT_degradierung "," NOT_degradierung ",1
"18390"," (nicht|nichts|kein|keine|keinen) degradierungen "," NOT_degradierungen "," NOT_degradierungen ",1
"23820"," (nicht|nichts|kein|keine|keinen) degressiv "," NOT_degressiv "," NOT_degressiv ",1
"4565"," (nicht|nichts|kein|keine|keinen) dehnfähig "," NOT_dehnfähig "," NOT_dehnfähig ",-1
"23821"," (nicht|nichts|kein|keine|keinen) deinstallieren "," NOT_deinstallieren "," NOT_deinstallieren ",1
"23822"," (nicht|nichts|kein|keine|keinen) deinstalliert "," NOT_deinstalliert "," NOT_deinstalliert ",1
"23823"," (nicht|nichts|kein|keine|keinen) deinstallierte "," NOT_deinstallierte "," NOT_deinstallierte ",1
"23824"," (nicht|nichts|kein|keine|keinen) deinstalliertem "," NOT_deinstalliertem "," NOT_deinstalliertem ",1
"23825"," (nicht|nichts|kein|keine|keinen) deinstallierten "," NOT_deinstallierten "," NOT_deinstallierten ",1
"23826"," (nicht|nichts|kein|keine|keinen) deinstallierter "," NOT_deinstallierter "," NOT_deinstallierter ",1
"23827"," (nicht|nichts|kein|keine|keinen) deinstalliertere "," NOT_deinstalliertere "," NOT_deinstalliertere ",1
"23828"," (nicht|nichts|kein|keine|keinen) deinstallierterem "," NOT_deinstallierterem "," NOT_deinstallierterem ",1
"23829"," (nicht|nichts|kein|keine|keinen) deinstallierteren "," NOT_deinstallierteren "," NOT_deinstallierteren ",1
"23830"," (nicht|nichts|kein|keine|keinen) deinstallierterer "," NOT_deinstallierterer "," NOT_deinstallierterer ",1
"23831"," (nicht|nichts|kein|keine|keinen) deinstallierteres "," NOT_deinstallierteres "," NOT_deinstallierteres ",1
"23832"," (nicht|nichts|kein|keine|keinen) deinstalliertes "," NOT_deinstalliertes "," NOT_deinstalliertes ",1
"23833"," (nicht|nichts|kein|keine|keinen) deinstalliertst "," NOT_deinstalliertst "," NOT_deinstalliertst ",1
"23834"," (nicht|nichts|kein|keine|keinen) deinstalliertste "," NOT_deinstalliertste "," NOT_deinstalliertste ",1
"23835"," (nicht|nichts|kein|keine|keinen) deinstalliertstem "," NOT_deinstalliertstem "," NOT_deinstalliertstem ",1
"23836"," (nicht|nichts|kein|keine|keinen) deinstalliertsten "," NOT_deinstalliertsten "," NOT_deinstalliertsten ",1
"23837"," (nicht|nichts|kein|keine|keinen) deinstalliertster "," NOT_deinstalliertster "," NOT_deinstalliertster ",1
"23838"," (nicht|nichts|kein|keine|keinen) deinstalliertstes "," NOT_deinstalliertstes "," NOT_deinstalliertstes ",1
"18391"," (nicht|nichts|kein|keine|keinen) deiwel "," NOT_deiwel "," NOT_deiwel ",1
"18392"," (nicht|nichts|kein|keine|keinen) dejectio "," NOT_dejectio "," NOT_dejectio ",1
"18393"," (nicht|nichts|kein|keine|keinen) dejektion "," NOT_dejektion "," NOT_dejektion ",1
"23839"," (nicht|nichts|kein|keine|keinen) dekadent "," NOT_dekadent "," NOT_dekadent ",1
"23840"," (nicht|nichts|kein|keine|keinen) dekadente "," NOT_dekadente "," NOT_dekadente ",1
"23841"," (nicht|nichts|kein|keine|keinen) dekadentem "," NOT_dekadentem "," NOT_dekadentem ",1
"23842"," (nicht|nichts|kein|keine|keinen) dekadenten "," NOT_dekadenten "," NOT_dekadenten ",1
"23843"," (nicht|nichts|kein|keine|keinen) dekadenter "," NOT_dekadenter "," NOT_dekadenter ",1
"23844"," (nicht|nichts|kein|keine|keinen) dekadentere "," NOT_dekadentere "," NOT_dekadentere ",1
"23845"," (nicht|nichts|kein|keine|keinen) dekadenterem "," NOT_dekadenterem "," NOT_dekadenterem ",1
"23846"," (nicht|nichts|kein|keine|keinen) dekadenteren "," NOT_dekadenteren "," NOT_dekadenteren ",1
"23847"," (nicht|nichts|kein|keine|keinen) dekadenterer "," NOT_dekadenterer "," NOT_dekadenterer ",1
"23848"," (nicht|nichts|kein|keine|keinen) dekadenteres "," NOT_dekadenteres "," NOT_dekadenteres ",1
"23849"," (nicht|nichts|kein|keine|keinen) dekadentes "," NOT_dekadentes "," NOT_dekadentes ",1
"23850"," (nicht|nichts|kein|keine|keinen) dekadentest "," NOT_dekadentest "," NOT_dekadentest ",1
"23851"," (nicht|nichts|kein|keine|keinen) dekadenteste "," NOT_dekadenteste "," NOT_dekadenteste ",1
"23852"," (nicht|nichts|kein|keine|keinen) dekadentestem "," NOT_dekadentestem "," NOT_dekadentestem ",1
"23853"," (nicht|nichts|kein|keine|keinen) dekadentesten "," NOT_dekadentesten "," NOT_dekadentesten ",1
"23854"," (nicht|nichts|kein|keine|keinen) dekadentester "," NOT_dekadentester "," NOT_dekadentester ",1
"23855"," (nicht|nichts|kein|keine|keinen) dekadentestes "," NOT_dekadentestes "," NOT_dekadentestes ",1
"18394"," (nicht|nichts|kein|keine|keinen) dekadenz "," NOT_dekadenz "," NOT_dekadenz ",1
"23856"," (nicht|nichts|kein|keine|keinen) deklamieren "," NOT_deklamieren "," NOT_deklamieren ",1
"23857"," (nicht|nichts|kein|keine|keinen) deklamierte "," NOT_deklamierte "," NOT_deklamierte ",1
"4566"," (nicht|nichts|kein|keine|keinen) delikat "," NOT_delikat "," NOT_delikat ",-1
"461"," (nicht|nichts|kein|keine|keinen) delikatesse "," NOT_delikatesse "," NOT_delikatesse ",-1
"18395"," (nicht|nichts|kein|keine|keinen) delikt "," NOT_delikt "," NOT_delikt ",1
"18396"," (nicht|nichts|kein|keine|keinen) delinquent "," NOT_delinquent "," NOT_delinquent ",1
"18397"," (nicht|nichts|kein|keine|keinen) delinquentin "," NOT_delinquentin "," NOT_delinquentin ",1
